hrmonth,hryear4,pwsswgt,prtage,pemlr,peeduca,gestfips
10,2019,38444284,48,1,44,6
10,2019,35719527,66,1,43,6
10,2019,40582394,41,1,39,6
10,2019,-1,-1,-1,-1,6
10,2019,40556012,10,-1,-1,6
10,2019,60632960,7,-1,-1,6
10,2019,74453790,0,-1,-1,6
10,2019,35405305,69,5,40,6
10,2019,41633319,42,6,41,6
10,2019,31984920,34,1,43,6
10,2019,38159894,44,1,46,6
10,2019,34950254,35,1,40,6
10,2019,33017735,39,1,43,6
10,2019,38188157,43,1,43,6
10,2019,55921585,30,4,40,6
10,2019,48239488,24,1,39,6
10,2019,43514235,23,1,40,6
10,2019,43700646,15,7,35,6
10,2019,36774484,51,7,38,6
10,2019,-1,-1,-1,-1,6
10,2019,33402027,39,1,42,6
10,2019,39191179,39,1,42,6
10,2019,32981417,71,5,39,6
10,2019,49662739,11,-1,-1,6
10,2019,38320170,75,6,43,6
10,2019,32913134,50,1,43,6
10,2019,77099845,5,-1,-1,6
10,2019,35953017,47,1,44,6
10,2019,37215964,67,2,33,6
10,2019,41867850,73,5,43,6
10,2019,55415561,34,2,39,6
10,2019,44191685,15,7,35,6
10,2019,40508186,59,1,40,6
10,2019,-1,-1,-1,-1,6
10,2019,42336509,29,7,39,6
10,2019,36473085,27,7,39,6
10,2019,32607860,70,5,43,6
10,2019,-1,-1,-1,-1,6
10,2019,30901976,64,1,39,6
10,2019,41317136,16,7,36,6
10,2019,-1,-1,-1,-1,6
10,2019,66998494,12,-1,-1,6
10,2019,31662109,48,6,40,6
10,2019,31093449,3,-1,-1,6
10,2019,40526009,6,-1,-1,6
10,2019,42467486,49,1,44,6
10,2019,42871377,50,1,40,6
10,2019,38883948,79,5,42,6
10,2019,34259010,68,5,43,6
10,2019,34319379,52,1,44,6
10,2019,37044025,19,1,39,6
10,2019,32446649,10,-1,-1,6
10,2019,40809950,47,5,43,6
10,2019,54852368,22,1,43,8
10,2019,42783653,55,7,39,8
10,2019,31898762,58,1,35,9
10,2019,24395888,52,1,39,9
10,2019,6739015,66,1,46,10
10,2019,38914157,39,1,43,6
10,2019,56138490,9,-1,-1,6
10,2019,33368244,63,5,43,6
10,2019,45353199,9,-1,-1,6
10,2019,36147272,55,1,39,6
10,2019,32054829,79,5,44,6
10,2019,30448508,71,5,39,6
10,2019,53002122,62,1,43,8
10,2019,35877805,67,1,32,6
10,2019,39460868,47,1,40,8
10,2019,-1,-1,-1,-1,8
10,2019,38849822,55,1,39,8
10,2019,36790581,65,5,33,6
10,2019,42261297,11,-1,-1,8
10,2019,35712349,63,1,46,8
10,2019,34957630,67,1,40,8
10,2019,11996524,80,5,39,5
10,2019,30734836,14,-1,-1,6
10,2019,38738768,71,5,43,6
10,2019,37969449,54,1,39,6
10,2019,30432701,78,5,39,6
10,2019,30650204,55,6,33,6
10,2019,35199598,60,1,43,6
10,2019,35786006,27,1,39,6
10,2019,37182284,10,-1,-1,6
10,2019,31782708,5,-1,-1,6
10,2019,38164935,64,1,40,6
10,2019,34839643,35,1,40,6
10,2019,39891434,65,7,44,8
10,2019,30112540,25,1,40,8
10,2019,44771184,28,1,43,8
10,2019,25594259,77,5,43,8
10,2019,37160304,55,4,43,6
10,2019,36350980,85,5,33,6
10,2019,35939864,11,-1,-1,6
10,2019,44725855,47,1,44,6
10,2019,32231950,71,5,40,6
10,2019,38846724,50,1,40,6
10,2019,28117532,54,7,40,6
10,2019,39880729,37,1,40,6
10,2019,87066717,13,-1,-1,6
10,2019,37482993,15,7,36,6
10,2019,33169938,72,5,40,6
10,2019,30760228,47,7,39,6
10,2019,40809950,49,1,39,6
10,2019,39259289,41,1,39,6
10,2019,37625391,49,1,40,6
10,2019,-1,-1,-1,-1,6
10,2019,27866118,75,5,42,6
10,2019,32667187,69,1,33,6
10,2019,46639502,29,4,39,6
10,2019,33178267,35,1,40,6
10,2019,35777366,40,1,42,6
10,2019,48285885,61,1,40,6
10,2019,70817119,12,-1,-1,6
10,2019,28159463,73,5,44,6
10,2019,32785586,53,7,39,6
10,2019,41889723,22,1,40,6
10,2019,30398232,78,5,42,6
10,2019,35599997,68,2,43,6
10,2019,54252472,59,1,40,6
10,2019,35736429,36,1,40,6
10,2019,32037517,85,5,35,6
10,2019,40963491,59,1,43,6
10,2019,46944000,23,7,39,6
10,2019,32102512,56,6,38,6
10,2019,38046582,33,2,41,6
10,2019,34647411,66,5,44,6
10,2019,31532016,75,7,39,6
10,2019,37530537,79,5,38,6
10,2019,42431017,12,-1,-1,6
10,2019,39864639,47,1,39,6
10,2019,48019515,31,1,44,6
10,2019,39431867,24,7,40,6
10,2019,-1,-1,-1,-1,6
10,2019,38734232,33,1,43,6
10,2019,39727864,11,-1,-1,6
10,2019,33668837,65,6,36,6
10,2019,49293670,19,1,42,6
10,2019,35205295,78,5,43,6
10,2019,-1,-1,-1,-1,6
10,2019,44885510,34,1,41,6
10,2019,35039199,62,6,39,6
10,2019,37613545,79,5,42,6
10,2019,33159111,74,5,44,6
10,2019,40143102,13,-1,-1,6
10,2019,30446802,41,7,36,6
10,2019,-1,-1,-1,-1,6
10,2019,50792628,20,1,40,6
10,2019,31793385,55,1,40,6
10,2019,33233643,44,1,39,6
10,2019,34693807,59,1,40,6
10,2019,41240984,57,1,41,6
10,2019,48198154,7,-1,-1,6
10,2019,29717129,54,1,39,6
10,2019,38088625,56,1,45,6
10,2019,39342564,46,1,34,6
10,2019,37535762,49,1,38,6
10,2019,-1,-1,-1,-1,6
10,2019,40653408,8,-1,-1,6
10,2019,35288971,21,1,39,6
10,2019,42165681,2,-1,-1,6
10,2019,36609498,16,7,36,6
10,2019,41324515,51,1,40,6
10,2019,44072853,51,6,40,6
10,2019,40096709,62,1,43,6
10,2019,37829958,58,7,33,6
10,2019,39853222,37,1,43,6
10,2019,48256419,66,1,42,6
10,2019,46494952,8,-1,-1,6
10,2019,33161426,30,7,41,8
10,2019,41601959,29,1,39,8
10,2019,18598193,21,7,40,5
10,2019,42345032,58,6,39,6
10,2019,48161362,24,3,39,6
10,2019,33930438,14,-1,-1,6
10,2019,35556786,50,4,37,6
10,2019,36473085,25,7,39,6
10,2019,27417332,52,5,39,6
10,2019,52508288,0,-1,-1,6
10,2019,36692223,73,5,45,6
10,2019,30340173,57,1,44,6
10,2019,40744420,42,7,43,6
10,2019,38137123,61,1,39,6
10,2019,42779176,57,1,39,6
10,2019,41203617,9,-1,-1,6
10,2019,36438048,64,1,40,6
10,2019,-1,-1,-1,-1,6
10,2019,38817961,41,6,38,6
10,2019,33460761,2,-1,-1,8
10,2019,30175228,30,7,39,9
10,2019,31698706,9,-1,-1,9
10,2019,78510742,6,-1,-1,6
10,2019,41687354,64,2,43,6
10,2019,37302816,54,1,45,6
10,2019,32690790,76,5,40,6
10,2019,-1,-1,-1,-1,6
10,2019,32303508,11,-1,-1,6
10,2019,-1,-1,-1,-1,6
10,2019,-1,-1,-1,-1,8
10,2019,38845202,40,1,39,6
10,2019,41557032,26,1,40,6
10,2019,32404102,49,1,40,6
10,2019,49662739,11,-1,-1,6
10,2019,35952894,3,-1,-1,8
10,2019,44117250,11,-1,-1,8
10,2019,35040010,16,7,36,8
10,2019,34707492,80,5,43,9
10,2019,41208450,6,-1,-1,6
10,2019,37141263,43,1,46,6
10,2019,36580509,73,5,43,6
10,2019,42142733,59,1,43,6
10,2019,52867342,1,-1,-1,6
10,2019,36743821,77,5,43,8
10,2019,27710967,57,1,39,8
10,2019,41457053,15,7,35,8
10,2019,-1,-1,-1,-1,6
10,2019,42189714,49,1,40,6
10,2019,-1,-1,-1,-1,8
10,2019,-1,-1,-1,-1,10
10,2019,53654202,13,-1,-1,6
10,2019,36933602,40,7,39,6
10,2019,37085214,30,1,43,6
10,2019,-1,-1,-1,-1,6
10,2019,-1,-1,-1,-1,6
10,2019,40749723,55,1,39,6
10,2019,41481159,49,7,40,8
10,2019,-1,-1,-1,-1,8
10,2019,37923719,39,1,43,6
10,2019,43865822,28,1,40,6
10,2019,33750352,54,1,44,6
10,2019,39703177,51,1,43,6
10,2019,30641580,65,1,43,6
10,2019,42160315,29,1,39,6
10,2019,41179551,26,1,39,6
10,2019,44259341,17,1,37,8
10,2019,40329481,59,1,40,6
10,2019,39583814,31,7,40,6
10,2019,92362705,0,-1,-1,6
10,2019,48735032,20,1,39,6
10,2019,44993059,3,-1,-1,6
10,2019,61840782,23,1,43,6
10,2019,33916828,79,5,43,6
10,2019,39128747,11,-1,-1,6
10,2019,43128122,66,7,44,6
10,2019,39830607,7,-1,-1,6
10,2019,47481696,21,7,39,6
10,2019,35298653,71,5,43,6
10,2019,38772569,69,1,44,6
10,2019,72576840,34,1,39,6
10,2019,30083437,15,7,34,6
10,2019,36653043,38,1,45,6
10,2019,33842142,36,1,43,6
10,2019,39031564,2,-1,-1,6
10,2019,36211350,4,-1,-1,6
10,2019,59239038,29,7,42,6
10,2019,38519142,49,1,42,6
10,2019,41153483,39,7,43,6
10,2019,35472813,32,2,43,6
10,2019,50296845,20,1,40,6
10,2019,43111256,19,7,40,6
10,2019,39270435,39,7,39,6
10,2019,37840104,19,1,40,6
10,2019,38299386,11,-1,-1,6
10,2019,36225424,45,2,43,6
10,2019,38860043,62,4,33,6
10,2019,-1,-1,-1,-1,6
10,2019,44577948,20,1,39,6
10,2019,36651661,51,7,39,6
10,2019,30415862,16,7,40,6
10,2019,39088548,13,-1,-1,6
10,2019,30760228,45,7,35,6
10,2019,33403261,59,1,44,6
10,2019,41038541,39,7,43,6
10,2019,30087794,63,5,44,6
10,2019,32285690,68,1,40,6
10,2019,34973641,34,1,44,6
10,2019,32702034,53,1,40,6
10,2019,32054829,75,5,44,6
10,2019,49610219,7,-1,-1,6
10,2019,48665728,37,1,33,6
10,2019,34927441,59,1,39,6
10,2019,34012215,44,1,42,6
10,2019,36815041,41,1,40,6
10,2019,44933894,13,-1,-1,6
10,2019,55483968,25,1,41,6
10,2019,37341131,52,1,46,6
10,2019,36060819,60,7,34,6
10,2019,34791524,31,1,44,6
10,2019,37800913,5,-1,-1,6
10,2019,33645729,45,1,39,6
10,2019,30284503,12,-1,-1,6
10,2019,29152270,17,7,37,9
10,2019,12966766,14,-1,-1,10
10,2019,7606220,57,1,43,10
10,2019,-1,-1,-1,-1,10
10,2019,31619132,80,1,40,6
10,2019,33779627,48,1,40,6
10,2019,44042508,24,1,40,6
10,2019,36854713,13,-1,-1,8
10,2019,31894064,64,1,46,6
10,2019,30570250,13,-1,-1,6
10,2019,41717384,7,-1,-1,6
10,2019,36282620,35,1,43,6
10,2019,37469843,38,5,40,6
10,2019,30024011,9,-1,-1,6
10,2019,34801374,39,1,40,6
10,2019,30727035,75,7,43,6
10,2019,41210675,31,1,39,6
10,2019,41096161,60,5,32,6
10,2019,-1,-1,-1,-1,6
10,2019,41272008,10,-1,-1,6
10,2019,31075101,60,1,40,6
10,2019,34392328,37,1,43,6
10,2019,46291816,27,1,39,6
10,2019,49599511,32,1,39,6
10,2019,30366540,4,-1,-1,6
10,2019,33375825,47,7,44,6
10,2019,40913713,5,-1,-1,6
10,2019,38188157,41,1,43,6
10,2019,-1,-1,-1,-1,6
10,2019,34426123,38,1,42,6
10,2019,43763293,45,1,41,6
10,2019,-1,-1,-1,-1,6
10,2019,29972467,60,7,39,6
10,2019,41402792,35,6,39,6
10,2019,-1,-1,-1,-1,6
10,2019,-1,-1,-1,-1,6
10,2019,33022491,49,1,43,8
10,2019,35290720,39,1,35,8
10,2019,36675058,37,1,39,8
10,2019,24522964,67,1,44,9
10,2019,42418502,10,-1,-1,6
10,2019,33750352,54,1,44,6
10,2019,60995251,24,1,39,8
10,2019,-1,-1,-1,-1,8
10,2019,31291854,64,1,43,6
10,2019,41054143,3,-1,-1,6
10,2019,34854905,12,-1,-1,6
10,2019,-1,-1,-1,-1,8
10,2019,39725571,78,5,42,6
10,2019,32442252,47,1,39,6
10,2019,44354590,50,1,40,6
10,2019,36159213,17,7,38,6
10,2019,11948699,6,-1,-1,5
10,2019,37299444,39,1,46,6
10,2019,36139345,19,7,38,6
10,2019,42904707,57,1,43,6
10,2019,32574212,72,5,35,6
10,2019,37216863,43,7,32,6
10,2019,32809256,40,1,43,6
10,2019,34601141,75,5,40,6
10,2019,-1,-1,-1,-1,6
10,2019,39874594,34,1,40,6
10,2019,40245674,20,1,39,6
10,2019,36318571,17,1,37,6
10,2019,46614419,29,7,43,6
10,2019,35294606,8,-1,-1,6
10,2019,32774404,63,1,40,6
10,2019,35553008,50,1,43,6
10,2019,37413162,60,1,40,6
10,2019,31399575,17,7,37,6
10,2019,39552601,11,-1,-1,6
10,2019,39844847,24,1,40,6
10,2019,38402896,58,1,40,6
10,2019,46503078,21,1,40,6
10,2019,42185516,11,-1,-1,6
10,2019,33632664,85,5,39,8
10,2019,31424559,73,5,46,6
10,2019,39175151,55,1,43,6
10,2019,50422465,15,7,36,6
10,2019,42192605,53,1,40,8
10,2019,53789669,1,-1,-1,6
10,2019,-1,-1,-1,-1,6
10,2019,63814057,12,-1,-1,6
10,2019,40684655,34,1,40,6
10,2019,31843483,56,1,43,6
10,2019,34301689,61,5,40,6
10,2019,48634150,45,1,40,6
10,2019,18318377,14,-1,-1,9
10,2019,35604883,41,1,39,6
10,2019,51157334,21,2,39,6
10,2019,35662540,56,1,40,6
10,2019,35999643,80,5,33,6
10,2019,14529631,3,-1,-1,5
10,2019,66891823,34,7,43,6
10,2019,-1,-1,-1,-1,6
10,2019,0,24,-1,39,6
10,2019,31753024,30,7,43,6
10,2019,29516364,68,5,44,6
10,2019,38489972,73,5,39,6
10,2019,29635211,65,5,39,6
10,2019,33017735,37,1,43,6
10,2019,32146080,71,1,39,6
10,2019,34393848,13,-1,-1,8
10,2019,37542183,65,1,39,8
10,2019,44197736,30,1,39,6
10,2019,39255875,15,7,35,6
10,2019,38920169,31,1,39,6
10,2019,93320469,20,7,39,6
10,2019,31583940,85,5,39,6
10,2019,43510483,21,1,40,6
10,2019,39465260,17,7,37,6
10,2019,86439247,41,5,38,6
10,2019,39961235,52,7,40,8
10,2019,30836288,30,1,43,9
10,2019,25971753,37,1,40,9
10,2019,21871139,14,-1,-1,9
10,2019,36743118,65,1,40,6
10,2019,29534974,47,1,40,8
10,2019,25488079,85,5,39,9
10,2019,33921874,24,1,39,9
10,2019,38609413,49,1,33,6
10,2019,-1,-1,-1,-1,6
10,2019,52246975,36,1,40,6
10,2019,38791043,47,5,38,6
10,2019,30563491,12,-1,-1,6
10,2019,35710548,52,1,39,6
10,2019,56566589,14,-1,-1,6
10,2019,37556049,52,1,43,6
10,2019,41733207,12,-1,-1,6
10,2019,36212125,63,5,46,6
10,2019,38122175,49,1,40,6
10,2019,33668837,65,5,44,6
10,2019,-1,-1,-1,-1,6
10,2019,33217825,51,1,44,6
10,2019,70022501,19,1,40,6
10,2019,38533501,33,1,44,6
10,2019,63148665,2,-1,-1,6
10,2019,43516764,23,1,43,6
10,2019,30710502,66,1,43,8
10,2019,39278441,3,-1,-1,8
10,2019,34249220,35,1,44,6
10,2019,-1,-1,-1,-1,6
10,2019,40843912,10,-1,-1,6
10,2019,42222147,58,1,43,8
10,2019,31309589,80,5,44,6
10,2019,40668236,65,5,38,6
10,2019,46227285,29,1,43,6
10,2019,33398517,61,6,36,6
10,2019,39334537,16,7,37,6
10,2019,35828479,33,1,42,6
10,2019,33933940,61,1,40,6
10,2019,42010949,48,1,40,6
10,2019,36271000,13,-1,-1,6
10,2019,34862549,47,1,33,6
10,2019,35271665,66,5,39,6
10,2019,34698880,60,1,40,6
10,2019,32554145,14,-1,-1,6
10,2019,38085124,27,1,40,6
10,2019,43153523,19,4,40,6
10,2019,38976870,67,5,43,6
10,2019,35719646,4,-1,-1,6
10,2019,-1,-1,-1,-1,6
10,2019,48879708,20,1,40,8
10,2019,7722176,75,5,43,10
10,2019,37682906,80,5,44,6
10,2019,31502688,72,1,44,6
10,2019,34793109,70,1,39,6
10,2019,31662109,47,1,43,6
10,2019,38144019,59,1,42,6
10,2019,24560967,57,1,44,9
10,2019,27482128,77,7,40,9
10,2019,-1,-1,-1,-1,11
10,2019,39656256,63,5,37,6
10,2019,-1,-1,-1,-1,6
10,2019,35880677,62,1,43,6
10,2019,40523170,43,1,43,8
10,2019,46268446,53,1,43,6
10,2019,-1,-1,-1,-1,8
10,2019,41481159,47,1,43,8
10,2019,29466410,10,-1,-1,8
10,2019,32449174,8,-1,-1,6
10,2019,39011065,59,5,43,6
10,2019,32632928,54,1,43,6
10,2019,-1,-1,-1,-1,6
10,2019,45509200,70,6,38,6
10,2019,-1,-1,-1,-1,6
10,2019,30846373,28,1,44,8
10,2019,29363102,80,5,40,8
10,2019,35891683,78,5,39,6
10,2019,28905459,76,5,43,6
10,2019,37141263,43,1,43,6
10,2019,38435477,58,6,39,6
10,2019,37409452,32,1,43,6
10,2019,39316368,58,1,40,6
10,2019,37300465,34,1,43,6
10,2019,-1,-1,-1,-1,6
10,2019,75737294,2,-1,-1,6
10,2019,40249758,28,2,44,6
10,2019,35041021,17,7,36,6
10,2019,-1,-1,-1,-1,8
10,2019,39363516,53,7,32,6
10,2019,41580997,8,-1,-1,6
10,2019,41524028,47,1,39,6
10,2019,33017735,36,1,44,6
10,2019,42551153,35,7,36,8
10,2019,36891400,60,6,39,8
10,2019,40297408,12,-1,-1,8
10,2019,28895902,41,1,45,9
10,2019,34367603,44,1,43,6
10,2019,47807673,32,1,44,6
10,2019,32629817,63,1,40,6
10,2019,34800492,62,5,39,6
10,2019,37576725,57,1,35,6
10,2019,31550303,19,7,39,6
10,2019,31185911,71,1,46,6
10,2019,47707558,3,-1,-1,6
10,2019,43172072,40,1,40,6
10,2019,35004982,80,5,43,6
10,2019,36866801,61,1,43,6
10,2019,42779176,58,1,43,6
10,2019,38310442,73,5,43,6
10,2019,-1,-1,-1,-1,6
10,2019,40175425,18,1,37,6
10,2019,45137215,23,1,39,6
10,2019,38670744,27,1,39,6
10,2019,35252357,66,5,40,6
10,2019,48404943,26,1,40,6
10,2019,36977411,44,1,43,6
10,2019,-1,-1,-1,-1,6
10,2019,41024267,3,-1,-1,6
10,2019,27149434,14,-1,-1,6
10,2019,30368391,75,5,43,6
10,2019,52543473,79,5,40,6
10,2019,28162045,14,-1,-1,6
10,2019,44558663,37,1,43,6
10,2019,30641580,67,5,40,6
10,2019,38234620,68,5,40,6
10,2019,36560342,42,1,38,6
10,2019,55770964,47,4,39,6
10,2019,41766259,61,1,43,6
10,2019,39409187,32,7,33,6
10,2019,52019120,4,-1,-1,6
10,2019,45098755,20,1,38,6
10,2019,37034970,64,1,44,6
10,2019,45555735,21,7,39,6
10,2019,34844471,63,7,39,6
10,2019,31097006,60,1,43,8
10,2019,22991666,85,5,39,8
10,2019,41037151,71,5,42,6
10,2019,48379047,27,1,42,6
10,2019,33601460,54,5,39,6
10,2019,43823791,57,7,39,6
10,2019,36159213,17,7,37,6
10,2019,-1,-1,-1,-1,6
10,2019,43740731,32,1,38,6
10,2019,42549214,13,-1,-1,6
10,2019,27946587,58,1,44,6
10,2019,32783484,28,7,37,6
10,2019,-1,-1,-1,-1,6
10,2019,41709059,26,7,42,6
10,2019,45622678,0,-1,-1,6
10,2019,75590039,3,-1,-1,6
10,2019,34720415,2,-1,-1,8
10,2019,37600739,60,1,39,8
10,2019,12461474,12,-1,-1,5
10,2019,40539573,25,1,43,6
10,2019,35512168,34,1,43,6
10,2019,43668660,50,1,43,6
10,2019,26779875,68,1,40,6
10,2019,34972012,33,1,40,6
10,2019,36845439,51,1,33,6
10,2019,37142903,21,7,40,6
10,2019,-1,-1,-1,-1,10
10,2019,-1,-1,-1,-1,10
10,2019,3723594,80,5,37,11
10,2019,2952126,67,2,45,11
10,2019,38190211,42,2,40,6
10,2019,35936501,39,1,43,6
10,2019,44531750,24,4,43,8
10,2019,10030781,27,1,39,10
10,2019,-1,-1,-1,-1,6
10,2019,41841420,3,-1,-1,6
10,2019,40933640,15,3,38,6
10,2019,0,28,-1,40,10
10,2019,46915875,39,1,39,6
10,2019,37485814,77,5,43,6
10,2019,-1,-1,-1,-1,6
10,2019,33413712,3,-1,-1,6
10,2019,-1,-1,-1,-1,6
10,2019,44601101,39,6,34,6
10,2019,-1,-1,-1,-1,6
10,2019,-1,-1,-1,-1,6
10,2019,37280741,54,1,39,6
10,2019,39892217,66,5,39,8
10,2019,41789803,65,5,43,8
10,2019,44371836,37,1,39,8
10,2019,-1,-1,-1,-1,6
10,2019,35556786,52,7,33,6
10,2019,45182303,18,1,40,6
10,2019,31366614,11,-1,-1,6
10,2019,-1,-1,-1,-1,6
10,2019,71348417,0,-1,-1,6
10,2019,33409286,19,1,39,6
10,2019,38079279,45,7,35,6
10,2019,41038541,39,7,44,6
10,2019,47305206,0,-1,-1,6
10,2019,34925399,2,-1,-1,6
10,2019,39104202,57,1,42,6
10,2019,30723539,37,1,34,6
10,2019,50317015,49,1,39,6
10,2019,36782722,45,1,39,6
10,2019,42690208,59,1,42,6
10,2019,41057674,15,7,36,6
10,2019,39014181,40,1,43,6
10,2019,36840274,2,-1,-1,6
10,2019,32471227,80,5,43,6
10,2019,35835043,70,5,39,6
10,2019,46242572,45,7,43,6
10,2019,32531537,63,5,43,6
10,2019,33053982,80,5,43,6
10,2019,39817910,35,7,43,6
10,2019,45133804,10,-1,-1,6
10,2019,29931484,11,-1,-1,6
10,2019,28439935,50,1,39,6
10,2019,40534135,3,-1,-1,6
10,2019,40095049,56,1,39,6
10,2019,56621697,4,-1,-1,6
10,2019,35111983,60,5,39,6
10,2019,43314041,17,7,38,6
10,2019,33212739,85,5,40,6
10,2019,25858178,64,5,39,6
10,2019,34316650,40,1,41,6
10,2019,34574011,40,1,41,6
10,2019,43231395,27,1,40,6
10,2019,45681190,31,1,39,6
10,2019,36438048,64,2,44,6
10,2019,33306583,65,1,45,6
10,2019,38747450,57,1,44,6
10,2019,34029141,48,1,41,6
10,2019,46968860,19,7,40,6
10,2019,40664759,80,1,39,6
10,2019,33529957,58,6,33,6
10,2019,46639502,28,1,39,6
10,2019,33781066,19,7,40,6
10,2019,36341841,65,1,44,6
10,2019,-1,-1,-1,-1,6
10,2019,47087111,1,-1,-1,6
10,2019,-1,-1,-1,-1,6
10,2019,-1,-1,-1,-1,6
10,2019,-1,-1,-1,-1,6
10,2019,38509295,25,1,44,6
10,2019,40116957,8,-1,-1,6
10,2019,-1,-1,-1,-1,6
10,2019,40126178,36,1,41,6
10,2019,37105120,3,-1,-1,6
10,2019,40580773,14,-1,-1,6
10,2019,25368926,75,1,39,8
10,2019,36515005,28,1,39,8
10,2019,8526360,53,1,40,10
10,2019,-1,-1,-1,-1,10
10,2019,38244475,14,-1,-1,8
10,2019,43972057,13,-1,-1,8
10,2019,31403337,30,1,43,8
10,2019,19546100,6,-1,-1,9
10,2019,40668236,66,2,43,6
10,2019,33131401,55,5,43,6
10,2019,35166538,41,1,43,6
10,2019,40419602,36,1,45,6
10,2019,32621432,66,6,31,6
10,2019,39766477,46,7,40,6
10,2019,35563442,37,1,40,6
10,2019,39508833,16,7,36,6
10,2019,31216917,66,6,40,6
10,2019,42874664,12,-1,-1,6
10,2019,34849379,77,5,39,6
10,2019,39385622,50,1,41,6
10,2019,40822449,56,2,44,6
10,2019,45647410,25,1,40,6
10,2019,46008913,50,5,39,6
10,2019,42518607,14,-1,-1,6
10,2019,34216450,47,7,36,6
10,2019,44679861,28,1,39,6
10,2019,41678963,25,1,42,6
10,2019,87496189,14,-1,-1,6
10,2019,35454079,80,1,44,6
10,2019,38951677,63,1,46,6
10,2019,37493969,32,1,40,6
10,2019,37425334,61,6,39,6
10,2019,43722402,22,1,39,6
10,2019,35838866,57,1,43,6
10,2019,36225595,57,1,35,6
10,2019,44253068,25,1,40,6
10,2019,57989268,63,1,39,6
10,2019,48229106,8,-1,-1,6
10,2019,33554182,38,1,39,8
10,2019,30636560,47,1,44,8
10,2019,38669591,70,5,39,6
10,2019,49165124,8,-1,-1,6
10,2019,35596687,66,1,43,6
10,2019,36889876,39,6,34,6
10,2019,42975078,23,1,40,6
10,2019,50718035,18,7,40,6
10,2019,47126181,80,5,37,6
10,2019,38564608,69,5,43,6
10,2019,25778069,42,2,33,9
10,2019,25442601,68,5,39,9
10,2019,25680393,61,1,41,9
10,2019,24077098,70,1,40,9
10,2019,32502691,66,1,39,6
10,2019,47106188,58,1,44,8
10,2019,52267621,14,-1,-1,8
10,2019,41481159,46,7,40,8
10,2019,23318230,37,1,42,9
10,2019,-1,-1,-1,-1,9
10,2019,8392627,76,5,39,10
10,2019,6777002,6,-1,-1,10
10,2019,-1,-1,-1,-1,6
10,2019,47600081,26,1,39,6
10,2019,53750846,13,-1,-1,6
10,2019,33441296,77,5,40,6
10,2019,35173498,19,4,39,6
10,2019,42037340,15,7,36,6
10,2019,39160994,25,1,39,6
10,2019,37024747,6,-1,-1,6
10,2019,35390841,39,1,40,6
10,2019,46848430,21,7,40,6
10,2019,37159746,45,1,43,6
10,2019,-1,-1,-1,-1,6
10,2019,37532425,6,-1,-1,6
10,2019,38893097,60,1,43,6
10,2019,41905450,45,1,44,6
10,2019,37085214,33,1,40,6
10,2019,34625861,58,1,44,6
10,2019,38385264,51,7,43,8
10,2019,35382501,15,7,34,8
10,2019,90437314,5,-1,-1,8
10,2019,34194644,68,5,40,6
10,2019,43287370,62,5,39,6
10,2019,31303701,79,5,43,8
10,2019,39906914,47,1,44,8
10,2019,38914157,39,1,43,6
10,2019,44569051,26,1,39,6
10,2019,29505408,60,1,43,8
10,2019,5846541,65,5,43,10
10,2019,33345054,71,5,40,6
10,2019,43616442,13,-1,-1,6
10,2019,35831190,75,5,40,6
10,2019,51299195,34,1,39,6
10,2019,-1,-1,-1,-1,6
10,2019,52656968,22,1,40,6
10,2019,34612538,43,1,43,6
10,2019,42779176,59,1,44,6
10,2019,36997520,61,1,36,6
10,2019,37560820,68,5,42,6
10,2019,40062783,25,7,43,6
10,2019,47043111,19,1,40,8
10,2019,50286772,26,7,40,6
10,2019,38573254,33,1,42,6
10,2019,-1,-1,-1,-1,9
10,2019,25214685,64,1,43,9
10,2019,41959736,23,7,44,6
10,2019,37060232,53,1,43,8
10,2019,43998615,54,1,43,8
10,2019,32308856,64,1,46,8
10,2019,45979302,49,1,43,6
10,2019,42308594,58,1,43,6
10,2019,39228123,44,1,39,6
10,2019,47097355,30,1,40,6
10,2019,46763242,15,7,35,6
10,2019,153337007,0,-1,-1,6
10,2019,36866801,60,1,39,6
10,2019,31617559,73,5,42,6
10,2019,32058492,17,7,38,6
10,2019,34847540,58,2,44,6
10,2019,41112576,4,-1,-1,6
10,2019,30633707,66,5,43,6
10,2019,35654262,80,5,39,6
10,2019,39236231,9,-1,-1,6
10,2019,39054182,69,5,43,6
10,2019,44763254,38,2,39,6
10,2019,40323522,26,1,40,6
10,2019,41627503,45,1,43,6
10,2019,36609498,17,4,40,6
10,2019,-1,-1,-1,-1,6
10,2019,-1,-1,-1,-1,6
10,2019,-1,-1,-1,-1,6
10,2019,35029916,51,1,42,6
10,2019,47955058,8,-1,-1,6
10,2019,51449457,32,1,40,6
10,2019,42668555,14,-1,-1,6
10,2019,34255197,78,5,40,6
10,2019,38528247,23,7,39,6
10,2019,31993530,55,1,33,6
10,2019,41106120,43,7,46,6
10,2019,44829223,26,1,43,6
10,2019,27417332,50,1,37,6
10,2019,-1,-1,-1,-1,6
10,2019,33543436,60,1,39,6
10,2019,65882288,4,-1,-1,6
10,2019,34956012,33,7,38,6
10,2019,39568658,79,5,31,6
10,2019,49047769,27,1,39,6
10,2019,45782104,85,5,34,6
10,2019,-1,-1,-1,-1,6
10,2019,41950497,21,1,43,6
10,2019,34433205,85,5,40,6
10,2019,39748456,50,6,40,6
