hrmonth,hryear4,pwsswgt,prtage,pemlr,peeduca,gestfips
10,2019,8599377,69,5,40,33
10,2019,7197237,80,5,44,33
10,2019,14193322,3,-1,-1,32
10,2019,17178723,69,5,40,32
10,2019,8843232,44,1,42,33
10,2019,7754498,69,1,39,33
10,2019,15811386,52,7,40,32
10,2019,16446358,44,1,39,32
10,2019,11457494,15,7,36,32
10,2019,-1,-1,-1,-1,33
10,2019,38545875,7,-1,-1,29
10,2019,33943886,10,-1,-1,29
10,2019,4308657,58,1,43,30
10,2019,12269219,57,1,39,31
10,2019,30761771,34,7,43,29
10,2019,5045152,24,1,39,30
10,2019,4101073,63,5,45,30
10,2019,4304749,63,5,42,30
10,2019,4456491,46,1,44,30
10,2019,9157517,80,5,39,31
10,2019,21422495,7,-1,-1,32
10,2019,26029513,23,1,39,32
10,2019,8786342,78,5,39,33
10,2019,-1,-1,-1,-1,34
10,2019,43705888,37,1,44,34
10,2019,38300135,43,4,44,34
10,2019,9588395,73,1,43,31
10,2019,-1,-1,-1,-1,32
10,2019,-1,-1,-1,-1,32
10,2019,18016211,26,1,42,32
10,2019,16381591,70,5,39,32
10,2019,6034379,55,1,44,33
10,2019,34607015,30,1,44,34
10,2019,-1,-1,-1,-1,34
10,2019,40571628,29,1,43,27
10,2019,4744218,61,1,39,30
10,2019,4302087,55,1,42,30
10,2019,15152295,19,1,40,31
10,2019,4441355,10,-1,-1,30
10,2019,4671817,48,1,39,30
10,2019,-1,-1,-1,-1,30
10,2019,3837988,66,1,43,30
10,2019,11185256,17,7,37,28
10,2019,-1,-1,-1,-1,29
10,2019,61330862,7,-1,-1,29
10,2019,-1,-1,-1,-1,30
10,2019,9561155,68,5,41,28
10,2019,30953137,44,6,40,29
10,2019,26690692,67,5,39,29
10,2019,-1,-1,-1,-1,30
10,2019,5111602,42,1,43,30
10,2019,8965473,5,-1,-1,31
10,2019,16076122,64,5,39,32
10,2019,16410495,66,5,40,32
10,2019,49137575,46,1,40,29
10,2019,30584548,30,1,39,29
10,2019,4292960,51,1,44,30
10,2019,4671817,47,1,43,30
10,2019,48360685,35,1,40,34
10,2019,8258865,53,1,43,35
10,2019,-1,-1,-1,-1,35
10,2019,-1,-1,-1,-1,35
10,2019,-1,-1,-1,-1,31
10,2019,-1,-1,-1,-1,32
10,2019,26422747,12,-1,-1,32
10,2019,42213713,9,-1,-1,32
10,2019,42974725,8,-1,-1,29
10,2019,4130502,67,1,43,30
10,2019,4110500,80,5,39,30
10,2019,4838587,11,-1,-1,30
10,2019,14056784,66,1,37,28
10,2019,12607766,37,6,34,28
10,2019,12935140,80,5,36,28
10,2019,4368795,80,5,44,30
10,2019,-1,-1,-1,-1,33
10,2019,-1,-1,-1,-1,33
10,2019,6109968,80,5,44,33
10,2019,6755110,58,1,39,33
10,2019,13533213,11,-1,-1,31
10,2019,12487173,6,-1,-1,31
10,2019,9186159,9,-1,-1,31
10,2019,14301465,39,1,42,31
10,2019,5158474,29,1,43,30
10,2019,8522755,71,5,40,31
10,2019,18624055,56,7,40,32
10,2019,48434639,11,-1,-1,34
10,2019,4594117,80,5,40,30
10,2019,4803378,7,-1,-1,30
10,2019,6717372,31,7,39,30
10,2019,14007233,1,-1,-1,31
10,2019,11273762,52,1,39,31
10,2019,12703811,29,1,43,31
10,2019,16898885,51,1,43,32
10,2019,17370583,34,1,43,32
10,2019,10829331,65,5,43,31
10,2019,11014886,70,5,39,31
10,2019,9173930,63,5,39,31
10,2019,11625614,54,1,40,31
10,2019,30584548,30,1,42,29
10,2019,35299508,50,1,39,29
10,2019,5139213,20,7,40,30
10,2019,5412391,44,1,39,30
10,2019,28054753,60,6,41,29
10,2019,3631108,71,5,40,30
10,2019,6696875,29,6,40,30
10,2019,16503764,42,1,42,31
10,2019,6921845,80,5,44,33
10,2019,9209498,29,1,43,33
10,2019,7011073,7,-1,-1,33
10,2019,8816192,71,7,39,33
10,2019,-1,-1,-1,-1,33
10,2019,8963203,80,5,42,33
10,2019,7335616,41,7,33,33
10,2019,7616160,30,1,39,33
10,2019,5116900,59,1,43,30
10,2019,19019478,61,1,40,32
10,2019,18427223,37,1,34,32
10,2019,15982167,14,-1,-1,32
10,2019,13013245,6,-1,-1,28
10,2019,15382902,17,1,37,28
10,2019,29695318,62,1,39,29
10,2019,2487015,40,1,41,30
10,2019,4150781,63,5,41,30
10,2019,18731738,32,1,43,32
10,2019,24159960,16,7,35,32
10,2019,6511118,52,1,39,33
10,2019,5299115,36,1,43,30
10,2019,11138331,59,1,43,31
10,2019,23667989,25,1,42,32
10,2019,24586480,51,1,33,32
10,2019,34224718,34,1,43,29
10,2019,34677461,16,7,36,29
10,2019,5968512,45,1,40,30
10,2019,3749435,9,-1,-1,30
10,2019,12740143,66,1,39,31
10,2019,16704008,58,1,43,32
10,2019,17795495,71,5,41,32
10,2019,9788631,59,1,42,33
10,2019,-1,-1,-1,-1,32
10,2019,6569968,28,1,46,33
10,2019,7366155,24,1,43,33
10,2019,6671764,31,7,39,33
10,2019,31317367,48,7,39,29
10,2019,4098284,64,5,39,30
10,2019,-1,-1,-1,-1,30
10,2019,12373425,57,1,41,31
10,2019,14301465,38,1,39,31
10,2019,16959031,33,1,39,31
10,2019,-1,-1,-1,-1,31
10,2019,11659031,41,1,44,31
10,2019,-1,-1,-1,-1,32
10,2019,6039494,15,7,35,33
10,2019,9209498,28,1,39,33
10,2019,5316635,12,-1,-1,33
10,2019,12233252,38,7,39,31
10,2019,18467960,54,1,43,32
10,2019,6635603,51,1,43,33
10,2019,9068056,50,1,39,33
10,2019,-1,-1,-1,-1,31
10,2019,18944680,56,5,39,32
10,2019,20024234,25,5,40,32
10,2019,8849152,63,1,43,33
10,2019,4350979,80,1,43,30
10,2019,4488340,69,5,39,30
10,2019,10883188,48,1,43,31
10,2019,10926390,47,1,43,31
10,2019,14265020,33,1,40,31
10,2019,-1,-1,-1,-1,31
10,2019,11275822,47,1,40,31
10,2019,16057743,37,1,43,31
10,2019,4773545,55,1,39,30
10,2019,16041531,30,1,39,31
10,2019,14872444,74,5,39,32
10,2019,27994828,15,7,34,32
10,2019,4890617,46,1,39,30
10,2019,4208699,6,-1,-1,30
10,2019,4622996,57,1,43,30
10,2019,26089540,12,-1,-1,32
10,2019,28964932,73,1,39,29
10,2019,30883673,11,-1,-1,29
10,2019,-1,-1,-1,-1,29
10,2019,4906113,49,1,39,30
10,2019,10965208,60,1,39,28
10,2019,49943039,33,1,40,29
10,2019,4471330,1,-1,-1,30
10,2019,4138229,50,1,40,30
10,2019,53630512,39,1,39,26
10,2019,64144617,3,-1,-1,27
10,2019,17896993,28,1,40,28
10,2019,13826048,39,1,39,28
10,2019,36811838,52,1,44,29
10,2019,4624272,38,1,43,30
10,2019,-1,-1,-1,-1,30
10,2019,4368795,77,7,39,30
10,2019,11509848,70,5,43,28
10,2019,10761578,33,1,41,28
10,2019,27855475,68,5,40,29
10,2019,6861783,20,1,39,30
10,2019,30390698,67,1,41,26
10,2019,45848961,51,1,42,27
10,2019,28846466,75,1,39,27
10,2019,11484410,52,1,39,28
10,2019,18071846,33,7,40,28
10,2019,53049883,31,1,43,29
10,2019,32255622,12,-1,-1,29
10,2019,3980859,70,5,43,30
10,2019,17052728,32,1,44,32
10,2019,7388007,62,1,42,33
10,2019,11972286,22,1,43,33
10,2019,5150080,11,-1,-1,33
10,2019,38838460,12,-1,-1,29
10,2019,4537281,56,1,43,30
10,2019,4459627,13,-1,-1,30
10,2019,4325649,62,1,43,30
10,2019,39543818,22,7,37,29
10,2019,5413488,18,7,37,30
10,2019,4434169,58,1,41,30
10,2019,-1,-1,-1,-1,30
10,2019,15142115,57,1,42,32
10,2019,18419610,50,2,44,32
10,2019,24096791,50,1,39,32
10,2019,17692325,50,1,39,32
10,2019,11484410,53,1,37,28
10,2019,14771576,51,1,41,28
10,2019,36021765,17,7,37,29
10,2019,4374806,57,5,43,30
10,2019,32747232,33,1,39,29
10,2019,4661945,1,-1,-1,30
10,2019,-1,-1,-1,-1,30
10,2019,15513656,70,5,40,32
10,2019,5850395,31,1,40,30
10,2019,-1,-1,-1,-1,32
10,2019,15295941,78,5,40,32
10,2019,20115776,42,7,43,32
10,2019,-1,-1,-1,-1,31
10,2019,8111838,8,-1,-1,33
10,2019,8679077,36,1,42,33
10,2019,8291057,6,-1,-1,33
10,2019,12872919,59,1,39,31
10,2019,-1,-1,-1,-1,31
10,2019,17366317,68,5,43,32
10,2019,-1,-1,-1,-1,33
10,2019,-1,-1,-1,-1,29
10,2019,29113962,51,1,39,29
10,2019,33927415,44,1,40,29
10,2019,33716994,34,1,43,29
10,2019,-1,-1,-1,-1,28
10,2019,15412907,7,-1,-1,28
10,2019,29854017,78,1,40,29
10,2019,0,56,-1,43,30
10,2019,-1,-1,-1,-1,32
10,2019,16389274,70,1,34,32
10,2019,6923731,41,1,43,33
10,2019,-1,-1,-1,-1,34
10,2019,-1,-1,-1,-1,32
10,2019,8011320,11,-1,-1,33
10,2019,8816192,74,1,37,33
10,2019,7906718,71,5,41,35
10,2019,15473302,2,-1,-1,31
10,2019,19315437,75,5,39,32
10,2019,5827328,10,-1,-1,33
10,2019,7799891,54,1,36,33
10,2019,16154711,61,5,40,32
10,2019,8955030,50,1,44,33
10,2019,7970898,54,1,44,33
10,2019,8344232,39,1,40,33
10,2019,35827649,4,-1,-1,29
10,2019,-1,-1,-1,-1,29
10,2019,5093399,25,1,43,30
10,2019,-1,-1,-1,-1,30
10,2019,4081129,76,5,43,30
10,2019,4516279,16,7,36,30
10,2019,11269332,47,7,43,31
10,2019,16066368,23,1,40,31
10,2019,4602902,39,7,43,30
10,2019,3748422,11,-1,-1,30
10,2019,20205440,14,-1,-1,31
10,2019,14156031,66,5,43,32
10,2019,10351748,66,4,34,28
10,2019,29654643,52,5,39,29
10,2019,5649267,9,-1,-1,33
10,2019,6124626,34,1,43,33
10,2019,4532856,65,1,39,30
10,2019,4956323,47,1,39,30
10,2019,17443172,7,-1,-1,31
10,2019,12569967,54,1,43,31
10,2019,-1,-1,-1,-1,31
10,2019,11584119,52,1,39,31
10,2019,19982852,47,1,40,32
10,2019,-1,-1,-1,-1,32
10,2019,32429771,51,1,39,27
10,2019,-1,-1,-1,-1,28
10,2019,34512414,45,1,42,29
10,2019,46460634,12,-1,-1,29
10,2019,-1,-1,-1,-1,30
10,2019,4444827,11,-1,-1,30
10,2019,4949227,27,1,43,30
10,2019,6717917,25,7,39,30
10,2019,5301267,1,-1,-1,30
10,2019,4035661,72,5,40,30
10,2019,5763384,21,1,40,30
10,2019,5598322,42,1,44,30
10,2019,4805102,13,-1,-1,30
10,2019,4992495,40,1,44,30
10,2019,9088585,85,5,38,31
10,2019,10810644,5,-1,-1,31
10,2019,17572461,62,1,43,32
10,2019,15939401,12,-1,-1,32
10,2019,-1,-1,-1,-1,33
10,2019,8786342,80,5,35,33
10,2019,29637200,63,1,43,29
10,2019,6125743,20,1,40,30
10,2019,3761756,70,5,43,30
10,2019,-1,-1,-1,-1,31
10,2019,6113186,10,-1,-1,33
10,2019,-1,-1,-1,-1,33
10,2019,32557622,63,1,46,34
10,2019,12195637,11,-1,-1,35
10,2019,33235720,38,7,39,32
10,2019,15713135,75,7,43,32
10,2019,-1,-1,-1,-1,33
10,2019,6815734,38,1,39,33
10,2019,4144241,76,5,39,30
10,2019,4042676,70,5,40,30
10,2019,5954097,16,1,36,30
10,2019,12390892,55,1,43,31
10,2019,23287070,50,1,44,29
10,2019,4402835,57,1,43,30
10,2019,5149145,19,1,40,30
10,2019,6101728,35,1,39,30
10,2019,12822877,10,-1,-1,31
10,2019,16830928,17,7,36,31
10,2019,-1,-1,-1,-1,33
10,2019,-1,-1,-1,-1,34
10,2019,7796837,57,1,41,33
10,2019,42802273,68,5,39,34
10,2019,33078274,68,5,39,34
10,2019,-1,-1,-1,-1,34
10,2019,18435764,48,1,40,32
10,2019,9011012,77,1,32,33
10,2019,6921845,80,5,39,33
10,2019,6891544,75,1,44,33
10,2019,4852204,36,1,43,30
10,2019,12179565,31,1,40,31
10,2019,17966581,43,7,39,32
10,2019,22459101,6,-1,-1,32
10,2019,-1,-1,-1,-1,30
10,2019,4939107,3,-1,-1,30
10,2019,4258153,65,5,39,30
10,2019,13053017,34,1,44,31
10,2019,3766249,60,1,43,30
10,2019,8880356,70,5,39,31
10,2019,12015067,56,1,39,31
10,2019,6594613,71,5,41,33
10,2019,9494940,25,1,43,30
10,2019,4072963,70,5,43,30
10,2019,5304615,56,1,40,30
10,2019,18507512,20,1,40,31
10,2019,-1,-1,-1,-1,29
10,2019,28548512,64,5,39,29
10,2019,4580340,46,1,44,30
10,2019,5293867,38,1,41,30
10,2019,14554909,17,1,37,31
10,2019,13603396,53,1,42,31
10,2019,19591929,2,-1,-1,31
10,2019,8661701,73,5,41,33
10,2019,16122244,36,1,36,32
10,2019,24150345,38,1,43,32
10,2019,7054056,33,1,43,33
10,2019,7662258,39,1,43,33
10,2019,-1,-1,-1,-1,28
10,2019,26928848,64,1,44,29
10,2019,4977619,2,-1,-1,30
10,2019,6333436,21,1,39,30
10,2019,5954013,30,1,42,30
10,2019,4450690,48,1,43,30
10,2019,18064521,39,7,44,31
10,2019,15086181,3,-1,-1,31
10,2019,15646254,42,1,39,31
10,2019,14863738,12,-1,-1,31
10,2019,26117485,7,-1,-1,32
10,2019,22131674,19,4,39,32
10,2019,31835467,57,1,43,29
10,2019,4299321,53,1,39,30
10,2019,4534196,56,1,39,30
10,2019,5954013,32,1,43,30
10,2019,36145831,39,1,40,29
10,2019,4000048,14,-1,-1,30
10,2019,4593752,34,1,40,30
10,2019,4669071,12,-1,-1,30
10,2019,15020994,32,1,40,31
10,2019,16997874,47,1,39,32
10,2019,8470521,45,1,40,33
10,2019,6389437,14,-1,-1,33
10,2019,9751826,10,-1,-1,30
10,2019,5157627,31,3,40,30
10,2019,16043198,22,1,39,31
10,2019,28843284,57,1,39,32
10,2019,44660203,23,1,43,34
10,2019,35940895,17,7,37,34
10,2019,30222290,46,6,41,34
10,2019,9351563,16,7,35,35
10,2019,10829331,67,1,40,31
10,2019,12314134,34,1,43,31
10,2019,21601088,14,-1,-1,32
10,2019,18433843,61,7,38,32
10,2019,8911338,1,-1,-1,31
10,2019,10527789,5,-1,-1,33
10,2019,-1,-1,-1,-1,34
10,2019,26903206,68,5,39,34
10,2019,30027352,47,1,44,29
10,2019,6060221,16,7,36,30
10,2019,-1,-1,-1,-1,31
10,2019,6149246,5,-1,-1,33
10,2019,10214564,23,1,44,33
10,2019,35750547,62,1,46,34
10,2019,30910977,43,1,43,34
10,2019,31348908,47,1,43,34
10,2019,-1,-1,-1,-1,33
10,2019,-1,-1,-1,-1,33
10,2019,46302132,18,1,40,34
10,2019,44799559,0,-1,-1,34
10,2019,4773288,0,-1,-1,30
10,2019,4252833,59,1,40,30
10,2019,9362059,75,5,39,31
10,2019,13587606,15,7,36,32
10,2019,18178774,16,7,37,32
10,2019,7552601,43,1,44,33
10,2019,5933637,44,1,44,33
10,2019,42800654,46,1,43,34
10,2019,4817164,56,1,44,30
10,2019,5126919,49,7,41,30
10,2019,4171444,50,1,39,30
10,2019,12832026,59,6,39,31
10,2019,6696875,25,1,40,30
10,2019,4792825,41,1,42,30
10,2019,10001815,53,1,42,31
10,2019,10144323,49,1,39,31
10,2019,12684373,60,6,39,31
10,2019,12013499,41,1,40,31
10,2019,14189659,11,-1,-1,32
10,2019,11311253,23,1,44,33
10,2019,25946990,14,-1,-1,27
10,2019,40136197,16,7,36,27
10,2019,3712870,78,6,40,30
10,2019,10882312,85,5,33,31
10,2019,40477349,23,1,43,27
10,2019,68297711,12,-1,-1,27
10,2019,38495023,25,1,43,29
10,2019,29558539,61,1,36,29
10,2019,24093967,5,-1,-1,28
10,2019,11705286,32,1,39,28
10,2019,12356030,70,5,39,28
10,2019,-1,-1,-1,-1,29
10,2019,-1,-1,-1,-1,29
10,2019,-1,-1,-1,-1,29
10,2019,25681010,71,1,39,29
10,2019,-1,-1,-1,-1,30
10,2019,25494145,11,-1,-1,27
10,2019,27035466,72,5,40,27
10,2019,11509848,70,5,34,28
10,2019,-1,-1,-1,-1,29
10,2019,48053488,9,-1,-1,29
10,2019,31147053,47,7,37,29
10,2019,4256690,62,5,40,30
10,2019,-1,-1,-1,-1,30
10,2019,-1,-1,-1,-1,29
10,2019,4867509,15,7,35,30
10,2019,5824598,8,-1,-1,30
10,2019,10528774,79,5,42,31
10,2019,33463082,17,7,37,29
10,2019,-1,-1,-1,-1,30
10,2019,4332559,85,5,42,30
10,2019,4790013,67,5,44,30
10,2019,35781739,9,-1,-1,29
10,2019,29939865,34,1,34,29
10,2019,4197010,78,5,38,30
10,2019,5021868,30,1,40,30
10,2019,4948664,57,1,39,30
10,2019,6014405,43,1,40,30
10,2019,5065367,30,7,39,30
10,2019,6906051,36,1,43,30
10,2019,-1,-1,-1,-1,32
10,2019,17755039,38,1,42,32
10,2019,16323932,18,7,39,32
10,2019,7353448,2,-1,-1,33
10,2019,-1,-1,-1,-1,30
10,2019,11138331,58,1,41,31
10,2019,42622698,34,1,42,32
10,2019,28860328,9,-1,-1,32
10,2019,32370423,52,1,34,34
10,2019,-1,-1,-1,-1,34
10,2019,30465218,76,1,43,34
10,2019,31351552,80,5,32,34
10,2019,17980227,19,1,40,28
10,2019,10622046,57,1,36,28
10,2019,29828822,37,1,43,29
10,2019,4227364,80,5,39,30
10,2019,13776228,33,1,43,31
10,2019,14462542,67,1,33,31
10,2019,16221545,35,1,43,31
10,2019,18558089,62,6,39,32
10,2019,28443003,38,7,34,27
10,2019,14330055,46,6,43,28
10,2019,14122673,30,1,41,28
10,2019,38738546,4,-1,-1,29
10,2019,27166285,29,1,40,32
10,2019,8995577,8,-1,-1,33
10,2019,6374163,59,7,39,33
10,2019,44100631,18,7,40,34
10,2019,19314469,55,1,43,32
10,2019,-1,-1,-1,-1,32
10,2019,7823992,71,1,43,33
10,2019,33300044,53,1,39,34
10,2019,29894135,5,-1,-1,32
10,2019,34350259,31,1,39,32
10,2019,38116750,60,1,42,34
10,2019,47228082,54,4,43,34
10,2019,10388698,49,2,40,31
10,2019,11772812,9,-1,-1,32
10,2019,24478093,11,-1,-1,32
10,2019,13509090,41,1,39,32
10,2019,11349114,49,1,39,28
10,2019,34726824,18,7,40,29
10,2019,34539686,4,-1,-1,29
10,2019,30181806,68,5,43,29
10,2019,32096613,38,1,39,29
10,2019,32742943,34,1,46,29
10,2019,4488340,68,5,43,30
10,2019,3833027,68,1,43,30
10,2019,22687490,20,1,37,32
10,2019,16674733,85,5,45,32
10,2019,23258014,28,7,39,32
10,2019,16260920,35,1,44,32
10,2019,-1,-1,-1,-1,30
10,2019,4643539,55,1,44,30
10,2019,-1,-1,-1,-1,30
10,2019,18540803,8,-1,-1,32
10,2019,9216565,32,1,38,33
10,2019,8278121,42,2,39,33
10,2019,27193048,71,5,39,34
10,2019,47862753,15,7,34,34
10,2019,18624430,44,1,32,31
10,2019,14825663,44,1,43,31
10,2019,-1,-1,-1,-1,31
10,2019,29697013,7,-1,-1,32
10,2019,15735074,22,1,31,31
10,2019,14301465,39,1,44,31
10,2019,17127150,78,5,43,32
10,2019,17272485,63,7,39,32
10,2019,38759526,51,1,44,29
10,2019,33195942,44,7,39,29
10,2019,4271320,42,7,43,30
10,2019,3767742,65,5,43,30
10,2019,28238906,80,5,39,29
10,2019,27042385,64,5,40,29
10,2019,30413121,15,7,35,29
10,2019,4244681,2,-1,-1,30
10,2019,4032292,65,5,43,30
10,2019,4307678,64,5,39,30
10,2019,2496519,7,-1,-1,30
10,2019,17282431,29,1,39,31
10,2019,16254109,66,5,43,32
10,2019,16222049,76,5,39,32
10,2019,18775498,27,1,39,32
10,2019,15716136,52,1,44,32
10,2019,5118977,32,7,39,30
10,2019,4773048,7,-1,-1,30
10,2019,4895323,8,-1,-1,30
10,2019,-1,-1,-1,-1,30
10,2019,6839396,72,5,42,33
10,2019,-1,-1,-1,-1,34
10,2019,34970896,28,1,43,34
10,2019,8689854,85,5,46,35
10,2019,-1,-1,-1,-1,30
10,2019,5453958,53,1,40,30
10,2019,23615778,38,1,35,32
10,2019,7785694,38,1,43,33
10,2019,28843685,4,-1,-1,29
10,2019,29951865,77,5,39,29
10,2019,-1,-1,-1,-1,29
10,2019,6559336,46,1,37,30
10,2019,15237280,4,-1,-1,28
10,2019,14993923,3,-1,-1,28
10,2019,16929143,48,1,39,28
10,2019,10786768,17,7,36,28
10,2019,23187832,1,-1,-1,35
10,2019,-1,-1,-1,-1,35
10,2019,-1,-1,-1,-1,35
10,2019,30587693,70,5,43,36
10,2019,13857932,20,1,40,31
10,2019,-1,-1,-1,-1,32
10,2019,-1,-1,-1,-1,32
10,2019,7712980,37,1,41,33
10,2019,8713874,1,-1,-1,30
10,2019,3978785,65,5,40,30
10,2019,-1,-1,-1,-1,32
10,2019,16643761,40,1,43,32
10,2019,21083429,21,1,40,28
10,2019,15745490,21,1,40,28
10,2019,43298428,64,6,36,29
10,2019,-1,-1,-1,-1,30
10,2019,17454739,18,1,36,31
10,2019,9880447,64,1,43,31
10,2019,12824550,39,1,39,32
10,2019,15862978,80,5,44,32
10,2019,110303622,37,1,44,29
10,2019,5103060,39,1,43,30
10,2019,4035661,72,5,39,30
10,2019,8591522,10,-1,-1,31
10,2019,12645927,33,1,42,31
10,2019,12040897,6,-1,-1,31
10,2019,12837326,17,7,36,32
10,2019,14889661,60,5,41,32
10,2019,27874543,80,5,43,27
10,2019,37729210,17,1,37,27
10,2019,25610133,69,5,43,27
10,2019,4492575,60,1,42,30
10,2019,-1,-1,-1,-1,34
10,2019,36697423,1,-1,-1,34
10,2019,-1,-1,-1,-1,35
10,2019,11909045,44,4,39,35
10,2019,22822072,43,1,40,32
10,2019,7701207,5,-1,-1,33
10,2019,8824605,54,5,41,33
10,2019,6746668,64,5,39,33
10,2019,7216424,5,-1,-1,33
10,2019,6493243,51,1,43,33
10,2019,9543290,46,1,39,33
10,2019,29313235,70,1,43,34
10,2019,29741205,46,1,39,29
10,2019,4594117,85,5,43,30
10,2019,17411004,30,1,43,31
10,2019,14975005,63,1,39,32
10,2019,8649925,57,5,43,33
10,2019,7103139,20,3,40,33
10,2019,33173201,44,5,34,34
10,2019,37702726,37,4,39,34
10,2019,3873326,62,1,44,30
10,2019,6722294,40,1,43,33
10,2019,5678158,8,-1,-1,33
10,2019,8109284,63,1,43,33
10,2019,32545603,56,1,40,29
10,2019,-1,-1,-1,-1,30
10,2019,-1,-1,-1,-1,30
10,2019,4575240,80,5,40,30
10,2019,19982852,48,1,43,32
10,2019,16194560,66,5,41,32
10,2019,7282130,6,-1,-1,33
10,2019,10611768,26,1,39,33
10,2019,9997691,49,1,41,31
10,2019,14262980,19,1,37,31
10,2019,21258213,38,7,43,32
10,2019,15532484,85,5,39,32
10,2019,6601925,64,1,43,33
10,2019,6640490,2,-1,-1,33
10,2019,6373133,4,-1,-1,33
10,2019,6024151,11,-1,-1,33
10,2019,-1,-1,-1,-1,32
10,2019,29905624,19,7,40,32
10,2019,16818491,65,1,42,32
10,2019,15306297,57,1,42,32
10,2019,32879954,73,5,39,29
10,2019,32579936,38,1,43,29
10,2019,10890252,66,5,40,31
10,2019,-1,-1,-1,-1,31
10,2019,41046212,44,1,40,34
10,2019,30318182,85,5,39,34
10,2019,35411274,42,1,39,34
10,2019,-1,-1,-1,-1,35
10,2019,15835288,41,1,42,32
10,2019,6797371,12,-1,-1,33
10,2019,6576241,30,1,40,33
10,2019,31772701,19,1,38,34
10,2019,28599172,42,1,39,32
10,2019,17934121,34,1,39,32
10,2019,14786691,37,1,40,32
10,2019,8053791,58,1,43,33
10,2019,15084706,27,1,39,28
10,2019,15774271,20,7,39,28
10,2019,-1,-1,-1,-1,29
10,2019,4825302,35,1,42,30
10,2019,5734872,18,1,32,30
10,2019,9934303,69,4,43,31
10,2019,7001736,48,7,36,33
10,2019,-1,-1,-1,-1,33
10,2019,16832685,59,1,40,32
10,2019,21572589,43,1,40,32
10,2019,11518100,22,1,39,33
10,2019,7382767,72,5,39,33
10,2019,-1,-1,-1,-1,31
10,2019,11347188,69,5,39,31
10,2019,21424500,36,1,38,32
10,2019,14269714,64,5,39,32
10,2019,4619978,49,1,43,30
10,2019,11560594,58,1,43,31
10,2019,11269841,5,-1,-1,31
10,2019,11886434,49,1,43,31
10,2019,26607767,0,-1,-1,27
10,2019,24330548,68,5,39,27
10,2019,-1,-1,-1,-1,29
10,2019,28469271,68,1,40,29
10,2019,-1,-1,-1,-1,28
10,2019,42451607,12,-1,-1,29
10,2019,33961895,19,7,39,29
10,2019,4663707,38,1,43,30
10,2019,30456079,78,1,40,27
10,2019,15875550,34,1,39,28
10,2019,-1,-1,-1,-1,28
10,2019,12864453,21,7,42,28
10,2019,44040558,20,1,39,27
10,2019,18206166,19,6,34,28
10,2019,10641538,65,1,39,28
10,2019,16116736,45,1,42,28
10,2019,36881373,16,1,36,34
10,2019,39511892,4,-1,-1,34
10,2019,33363307,30,1,39,34
10,2019,47170537,2,-1,-1,34
10,2019,5077066,68,5,43,30
10,2019,5346468,3,-1,-1,30
10,2019,10933676,80,5,39,31
10,2019,11864131,85,5,39,31
10,2019,-1,-1,-1,-1,30
10,2019,4988981,11,-1,-1,30
10,2019,-1,-1,-1,-1,31
10,2019,19978409,27,1,39,31
10,2019,31233756,17,7,37,26
10,2019,8511055,15,7,34,28
10,2019,89041338,42,1,43,29
10,2019,4431192,33,1,40,30
10,2019,25724015,80,5,32,25
10,2019,-1,-1,-1,-1,27
10,2019,11298123,62,5,39,28
10,2019,4590993,79,5,43,30
10,2019,17176076,16,7,36,31
10,2019,10138383,4,-1,-1,31
10,2019,11317738,57,1,42,31
10,2019,12015067,59,1,39,31
10,2019,10799981,8,-1,-1,31
10,2019,-1,-1,-1,-1,32
10,2019,16833001,52,1,41,32
10,2019,19531260,3,-1,-1,32
10,2019,4350090,34,1,42,30
10,2019,11986076,60,5,43,31
10,2019,-1,-1,-1,-1,32
10,2019,-1,-1,-1,-1,33
10,2019,40352785,29,1,44,34
10,2019,46622697,38,1,43,34
10,2019,33249807,63,5,39,34
10,2019,-1,-1,-1,-1,35
10,2019,-1,-1,-1,-1,33
10,2019,6532079,85,5,39,33
10,2019,8370595,24,1,39,33
10,2019,-1,-1,-1,-1,34
10,2019,4339001,60,1,40,30
10,2019,15788593,80,5,40,32
10,2019,21686514,32,1,39,32
10,2019,16122244,39,7,39,32
10,2019,4282030,66,6,39,30
10,2019,6264832,75,1,39,30
10,2019,4683593,1,-1,-1,30
10,2019,4819307,46,1,41,30
10,2019,5877690,13,-1,-1,33
10,2019,7281811,13,-1,-1,33
10,2019,7759215,33,1,43,33
10,2019,-1,-1,-1,-1,34
10,2019,-1,-1,-1,-1,34
10,2019,31943555,77,5,39,34
10,2019,8022304,77,5,39,35
10,2019,26207533,23,1,42,35
10,2019,9997417,30,7,40,35
10,2019,13129568,57,1,39,35
10,2019,51076313,27,6,40,36
10,2019,38520273,33,1,43,36
10,2019,17341939,15,7,35,32
10,2019,18558089,60,1,43,32
10,2019,14959106,70,1,43,32
10,2019,-1,-1,-1,-1,33
10,2019,4136801,57,1,40,30
10,2019,8023683,0,-1,-1,30
10,2019,5047350,2,-1,-1,30
10,2019,-1,-1,-1,-1,30
10,2019,13466058,61,1,40,28
10,2019,4329510,69,5,40,30
10,2019,-1,-1,-1,-1,30
10,2019,4329613,85,6,39,30
10,2019,19619006,26,1,40,32
10,2019,15472494,72,1,40,32
10,2019,15904774,54,7,41,32
10,2019,6777196,26,1,43,33
10,2019,5045674,12,-1,-1,30
10,2019,12175782,36,1,43,31
10,2019,8609639,70,5,43,31
10,2019,9587394,67,5,43,31
